doc_id,title,published_date,publication_type,url,has_competitor_affiliation
PMID:41657209,Two-Year Real-World Effectiveness of Deucravacitinib in Psoriasis: The Analysis Stratified by Prior Apremilast or Biologic Therapy.,2026-02-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41657209/,0
PMID:41642152,"INDIVIDUAL ARTICLE: Evidence-Based Synthesis of Deucravacitinib: Long Term Efficacy, Safety, and Practical Use in Moderate-to-Severe Psoriasis.",2026-02-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41642152/,0
PMID:41642132,Dual IL-17A/F Blockade for Acrodermatitis Continua of Hallopeau: A Clinical Response to Bimekizumab.,2026-02-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41642132/,0
PMID:40974167,Investigation of infection risk associated with Janus kinase inhibitors: a pharmacovigilance analysis using the Food and Drug Administration's Adverse Event Reporting System database.,2026-01-27,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40974167/,0
PMID:41596733,Systemic Treatment Strategies for Patients with Psoriasis and Psoriatic Arthritis in the Setting of ANA Positivity or Lupus Spectrum Disease: A Comprehensive Systematic Review.,2026-01-22,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41596733/,0
PMID:41577058,Reframing Psoriasis Therapy: TYK2 Inhibition and the Erosion of the Oral-Biologic Divide.,2026-01-21,Letter,https://pubmed.ncbi.nlm.nih.gov/41577058/,0
PMID:41648065,Emerging Targets in Psoriatic Arthritis: Dual IL-17A/F and Selective TYK2 Inhibition in a Clinical Perspective.,2026-01-08,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41648065/,0
PMID:41489211,Two-Year Real-World Effectiveness of Deucravacitinib 6 mg in Psoriasis: A Single-Center Analysis Stratified by Body Mass Index or Age in a Japanese Cohort.,2026-01-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41489211/,0
PMID:41489170,The Maintenance of Early Responses and Achievement of Delayed Responses to Deucravacitinib Treatment in Psoriais: A 104-Week Real-World Study in Japan.,2026-01-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41489170/,0
PMID:40991399,TYK2 Promotes Immunosurveillance of Colorectal Cancer Liver Metastasis.,2026-01-02,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40991399/,0
PMID:41531416,"S3 Guideline for the treatment of psoriasis vulgaris, adapted from EuroGuiDerm - part 1: Treatment recommendations and monitoring.",2026-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41531416/,0
PMID:41502380,Relative Efficacy of Immunomodulatory Monotherapies for Psoriasis of the Scalp: A Network Meta-Analysis Study.,2026-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41502380/,0
PMID:41502049,The Relative Effects of Monotherapies for Psoriatic Nails: A Network Meta-Analysis Study.,2026-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41502049/,0
PMID:41630865,"Deucravacitinib, an oral, selective, allosteric tyrosine kinase 2 (TYK2) inhibitor, in patients with moderate to severe scalp psoriasis: Efficacy and safety results through week 16 in a phase 3b/4, multicenter, randomized, double-blinded, placebo-controlled trial (PSORIATYK SCALP).",2025-12-22,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41630865/,0
PMID:41393061,Dramatic clearance of extensive psoriasis in a pediatric patient treated with upadacitinib: A case report.,2025-12-11,Case Reports,https://pubmed.ncbi.nlm.nih.gov/41393061/,0
PMID:41379522,Deucravacitinib could be an effective and safe choice in patients affected with psoriasis and atopic dermatitis (Psorema)?,2025-12-11,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41379522/,0
PMID:41350512,Deucravacitinib in Plaque Psoriasis After Inadequate Response to Apremilast: Phase 3 POETYK Analysis.,2025-12-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41350512/,0
PMID:41327887,Targeting the JAK/STAT pathway in palmoplantar pustulosis: a review.,2025-12-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41327887/,0
PMID:40972666,TYK-ed off by rosacea: an Australian case series of rosacea associated with deucravacitinib.,2025-11-25,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40972666/,0
PMID:41261382,"Deucravacitinib in Psoriasis: Evidence, Gaps, and Place in Therapy.",2025-11-19,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41261382/,0
PMID:41161603,"Response to Papp et al, ""Efficacy and safety of ESK-001, a highly selective, oral allosteric TYK2 inhibitor, in patients with moderate-to-severe plaque psoriasis: 52-week results from the long-term phase 2 study in patients who participated in the phase 2 STRIDE study"".",2025-10-27,Editorial,https://pubmed.ncbi.nlm.nih.gov/41161603/,0
PMID:41552704,Deucravacitinib for the treatment of moderate-to-severe palmoplantar pustulosis: Results from an early-terminated open-label trial.,2025-10-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41552704/,0
PMID:41112262,Comprehensive disproportionality analysis of individual case safety reports associated with Janus kinase inhibitors in psoriasis and psoriatic arthritis using the FAERS database.,2025-10-02,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41112262/,0
PMID:41029430,Cost-effectiveness of deucravacitinib versus apremilast of moderate-to-severe plaque psoriasis in China.,2025-09-30,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41029430/,0
PMID:41096715,Review of Promising Off-Label Use of Deucravacitinib.,2025-09-27,Journal Article,https://pubmed.ncbi.nlm.nih.gov/41096715/,0
PMID:41025299,[A real world study on the effectiveness and safety of deu-cravacitinib in the treatment of moderate-to-severe plaque psoriasis in China].,2025-09-25,English Abstract,https://pubmed.ncbi.nlm.nih.gov/41025299/,0
PMID:40411449,Outcomes of Psoriasis Area and Severity Index (PASI) and PASI components in two phase III trials of deucravacitinib in patients with moderate to severe plaque psoriasis.,2025-09-25,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40411449/,0
PMID:40976249,"Once-daily oral icotrokinra versus placebo and once-daily oral deucravacitinib in participants with moderate-to-severe plaque psoriasis (ICONIC-ADVANCE 1 & 2): two phase 3, randomised, placebo-controlled and active-comparator-controlled trials.",2025-09-18,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40976249/,0
PMID:40920289,"Design of Two Randomized, Placebo-Controlled, Phase 3 Trials of Deucravacitinib, an Oral, Selective, Allosteric TYK2 Inhibitor, in Systemic Lupus Erythematosus.",2025-09-08,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40920289/,0
PMID:40695726,A Validated Quantitative LC-MS/MS Method for Determination of Deucravacitinib in Rat Plasma and Its Application to a Pharmacokinetic Study.,2025-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40695726/,0
PMID:40856907,Management of Erythrodermic Psoriasis with Systemic Therapies: A Systematic Review.,2025-08-26,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40856907/,0
PMID:40846809,A systematic review and network meta-analysis comparing the efficacy and safety of deucravacitinib versus selected treatments for moderate to severe plaque psoriasis.,2025-08-22,Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40846809/,0
PMID:40836369,A Review of Phase III and Long-Term Data for Deucravacitinib for Plaque Psoriasis.,2025-08-20,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40836369/,0
PMID:40823507,TYK2 rs34536443 (P1104A) Variant Suppresses ICAM1-Mediated Inflammation: Insights From Mendelian Randomization and Functional Analyses.,2025-08-12,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40823507/,0
PMID:40782323,Safety evaluation of deucravacitinib: a real-world analysis based on the FDA adverse event reporting system database.,2025-08-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40782323/,0
PMID:40767824,Systemic pharmacological treatments for chronic plaque psoriasis: a network meta-analysis.,2025-08-06,Comparative Study,https://pubmed.ncbi.nlm.nih.gov/40767824/,0
PMID:41035834,"Effective management of psoriasis and psoriatic arthritis in a patient with systemic lupus erythematosus using deucravacitinib, mycophenolate mofetil and hydroxychloroquine.",2025-08-04,Case Reports,https://pubmed.ncbi.nlm.nih.gov/41035834/,0
PMID:40773611,Comparative Efficacy of Deucravacitinib and Adalimumab for Scalp Psoriasis: An Indirect Treatment Comparison.,2025-08-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40773611/,0
PMID:40773602,Deucravacitinib With Add-On Calcipotriene/Betamethasone Dipropionate for Treating Moderate to Severe Plaque Psoriasis.,2025-08-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40773602/,0
PMID:40742181,Conversion of Conjunctival Nevus to Melanoma in a Patient Taking the TYK2 Inhibitor Deucravacitinib.,2025-07-31,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40742181/,0
PMID:40671612,"Deucravacitinib, an Oral, Selective, Allosteric Tyrosine Kinase 2 Inhibitor, in Asian Patients With Moderate to Severe Psoriasis: Improvements in Patient-Reported Outcomes in a Randomized Trial.",2025-07-17,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40671612/,0
PMID:40655543,Deucravacitinib Improved Interstitial Pneumonia Along with KL-6 Reduction in a Patient with Psoriasis: A Case Report.,2025-07-08,Case Reports,https://pubmed.ncbi.nlm.nih.gov/40655543/,0
PMID:40616721,"Efficacy and Safety of Deucravacitinib, a Selective, Allosteric TYK2 Inhibitor, by Baseline DMARD Use in a Phase 2 Psoriatic Arthritis Study: A Post Hoc Analysis.",2025-07-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40616721/,0
PMID:40557729,Deucravacitinib: Long-term safety and efficacy reaffirm its place in the psoriasis treatment landscape.,2025-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40557729/,0
PMID:40571687,Psoriasis.,2025-06-26,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40571687/,0
PMID:40468645,A cost-effectiveness analysis of deucravacitinib vs. apremilast in moderate-to-severe psoriasis patients in Japan.,2025-06-17,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40468645/,0
PMID:40672022,Identifying Predictive Factors for Complete Skin Clearance at Week 52 by Deucravacitinib in Moderate-to-Severe Psoriasis: A Prospective Observational Study.,2025-06-15,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40672022/,0
PMID:40490621,Deucravacitinib as a monotherapy for concurrent management of psoriasis and chronic spontaneous urticaria.,2025-06-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40490621/,0
PMID:40476606,Successful Management of Multidrug-Resistant Psoriatic Arthritis Coexisting With Rheumatoid Arthritis Using a TYK2 Inhibitor Deucravacitinib-Based Regimen.,2025-06-06,Letter,https://pubmed.ncbi.nlm.nih.gov/40476606/,0
PMID:40355364,Deucravacitinib in patients with inflammatory bowel disease: 12-week efficacy and safety results from 3 randomized phase 2 studies in Crohn's disease and ulcerative colitis.,2025-06-04,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40355364/,0
PMID:40452604,The Sustainability of Week 16 Responses to Deucravacitinib Treatment for Patients With Psoriasis.,2025-06-02,Letter,https://pubmed.ncbi.nlm.nih.gov/40452604/,0
PMID:39786840,The effects of deucravacitinib on three cases of systemic sclerosis associated with psoriasis.,2025-06-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39786840/,0
PMID:40568688,Male and female pattern hair loss.,2025-06,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40568688/,0
PMID:40568686,Psoriasis: an update on topical and systemic therapies.,2025-06,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40568686/,0
PMID:40445270,Deucravacitinib in Patients with Plaque Psoriasis Who Screened Positive for Psoriatic Arthritis: Improvements in Joint Pain and the Impact of Musculoskeletal Symptoms.,2025-05-30,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40445270/,0
PMID:40439875,"Systematic review of comparative studies on emerging psoriasis treatments: comparing biologics with biologics, small molecule inhibitors with small molecule inhibitors, and biologics with small molecule inhibitors.",2025-05-29,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40439875/,0
PMID:39774654,Efficacy of deucravacitinib and guselkumab in a patient with psoriasis who had experienced multiple failures of biologics: a case report.,2025-05-23,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39774654/,0
PMID:40475785,Case Report: Effectiveness of deucravacitinib in chronic recurrent multifocal osteomyelitis and concomitant psoriasis.,2025-05-22,Case Reports,https://pubmed.ncbi.nlm.nih.gov/40475785/,0
PMID:40519492,Deucravacitinib Treatment for Psoriasis Complicated by Myelodysplastic Syndrome Without Exacerbation of the Underlying Hematologic Disorder: A Case Report.,2025-05-14,Case Reports,https://pubmed.ncbi.nlm.nih.gov/40519492/,0
PMID:40378946,A Triple-Action Inhibitory Mechanism of Allosteric TYK2-Specific Inhibitors.,2025-05-14,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40378946/,0
PMID:40351849,Adverse Events Associated with Apremilast and Deucravacitinib for Psoriasis: A Pharmacovigilance Study Based on the FAERS Database.,2025-05-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40351849/,0
PMID:39423145,"Deucravacitinib, a selective, TYK2 inhibitor, in psoriatic arthritis: achievement of minimal disease activity components in a phase 2 trial.",2025-05-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39423145/,0
PMID:40304108,"Deucravacitinib, an Oral, Selective, Allosteric Tyrosine Kinase 2 Inhibitor, in Japanese Patients With Plaque Psoriasis: In-Depth Analysis of Efficacy and Safety in the Phase 3 POETYK PSO-4 Trial.",2025-04-30,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40304108/,0
PMID:39657275,"Long-term effectiveness and safety of deucravacitinib for psoriasis: a 52-week real-world study of genital, scalp and nail lesions.",2025-04-24,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39657275/,0
PMID:40252783,Properties of FDA-approved small molecule protein kinase inhibitors: A 2025 update.,2025-04-17,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40252783/,0
PMID:40237138,Rapid Clinical Improvement With Tyrosine Kinase 2 Inhibitor Deucravacitinib in Overlapping Psoriasis and Atopic Dermatitis.,2025-04-16,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40237138/,0
PMID:40202574,Real-world safety of deucravacitinib: insights from the Food and Drug Administration Adverse Event Reporting System.,2025-04-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40202574/,0
PMID:40200906,Computational insights of deucravacitinib's selectivity for TYK2 pseudokinase vs. JAK kinase domain via molecular modeling studies.,2025-04-09,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40200906/,0
PMID:40210114,"ART26.12, an FABP5 Inhibitor, Shows Efficacy in Preclinical Psoriasis Models.",2025-04-08,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40210114/,0
PMID:40177824,Successful treatment of subacute cutaneous lupus erythematosus with the TYK-2 inhibitor deucravacitinib in a patient with concomitant psoriasis vulgaris.,2025-04-03,Letter,https://pubmed.ncbi.nlm.nih.gov/40177824/,0
PMID:40048065,Correction to: Deucravacitinib Improves Patient-Reported Outcomes in Patients with Moderate to Severe Psoriasis: Results from the Phase 3 Randomized POETYK PSO-1 and PSO-2 Trials.,2025-04,Published Erratum,https://pubmed.ncbi.nlm.nih.gov/40048065/,0
PMID:40176687,Pharmacological Management of Psoriasis: Current Landscape and Future Perspectives.,2025-03-28,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40176687/,0
PMID:40113724,Deucravacitinib: Laboratory Parameters Across Phase 3 Plaque Psoriasis Trials.,2025-03-20,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40113724/,0
PMID:40066907,"Deucravacitinib in plaque psoriasis: Safety and efficacy through 3 years in Japanese patients in the phase 3 POETYK PSO-1, PSO-4, and LTE trials.",2025-03-11,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40066907/,0
PMID:40045918,"Deucravacitinib in plaque psoriasis: Four-year safety and efficacy results from the Phase 3 POETYK PSO-1, PSO-2 and long-term extension trials.",2025-03-06,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40045918/,0
PMID:40095888,The Expanding Therapeutic Potential of Deucravacitinib Beyond Psoriasis: A Narrative Review.,2025-03-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40095888/,0
PMID:40095854,"Exploring the Efficacy, Safety, and Clinical Implications of Deucravacitinib in East Asians with Psoriasis: A Narrative Review.",2025-03-05,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40095854/,0
PMID:40029105,A Physiologically Based Pharmacokinetic Model of an Oral Tyrosine Kinase 2 Inhibitor Deucravacitinib in Healthy Adults.,2025-03-03,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40029105/,0
PMID:40038877,Topical TYK2 inhibitor ameliorates psoriasis-like dermatitis via the AKT-SP1-NGFR-AP1 pathway in keratinocytes.,2025-03,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40038877/,0
PMID:39437312,"Deucravacitinib, an oral selective allosteric tyrosine kinase 2 inhibitor, in patients from China mainland, Taiwan and South Korea with moderate-to-severe plaque psoriasis: a phase III randomized clinical trial.",2025-02-18,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39437312/,0
PMID:40109802,Therapeutic Advancements in the Management of Psoriasis: A Clinical Overview and Update.,2025-02-16,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40109802/,0
PMID:39918727,Deucravacitinib: Adverse Events of Interest Across Phase 3 Plaque Psoriasis Trials.,2025-02-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39918727/,0
PMID:39916637,Long-term real-world effectiveness of deucravacitinib in psoriasis: A 52-week prospective study stratified by prior apremilast or biologic therapy.,2025-02-07,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39916637/,0
PMID:39913225,A Review of the Safety and Efficacy of Deucravacitinib for Plaque Psoriasis: An Expert Consensus Panel.,2025-02-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39913225/,0
PMID:39891469,Acneiform Eruption Secondary to Deucravacitinib: A Case Series and Review of the Literature.,2025-02-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39891469/,0
PMID:40078858,From the Masterclasses in Dermatology 2024 Meeting: Updates in Psoriasis Treatments.,2025-02,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40078858/,0
PMID:39873274,Real-world 52-week effectiveness of deucravacitinib in psoriasis: A stratified analysis by age and body mass index.,2025-01-28,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39873274/,0
PMID:39602111,Safety and Efficacy of Deucravacitinib in Moderate to Severe Plaque Psoriasis for Up to 3 Years: An Open-Label Extension of Randomized Clinical Trials.,2025-01-01,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39602111/,0
PMID:40696716,Synthesis of Radiolabeled and Stable-Isotope Labeled Deucravacitinib (BMS-986165).,2025,Journal Article,https://pubmed.ncbi.nlm.nih.gov/40696716/,0
PMID:39723549,Predictive factors for responders to deucravacitinib treatment in patients with psoriasis.,2024-12-26,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39723549/,0
PMID:39096269,"Effectiveness of deucravacitinib for genital, nail and scalp lesions in patients with psoriasis: a 24-week real-world study.",2024-12-23,Journal Article,https://pubmed.ncbi.nlm.nih.gov/39096269/,0
PMID:39698762,A case of Bell palsy during the course of oral TYK2 inhibitor deucravacitinib therapy in psoriasis.,2024-12-19,Letter,https://pubmed.ncbi.nlm.nih.gov/39698762/,0
PMID:39830543,Green Nail in a Patient With Psoriasis Receiving Deucravacitinib.,2024-12-17,Case Reports,https://pubmed.ncbi.nlm.nih.gov/39830543/,0
